Loss$,Group,CnaeSession,Uf,FundationDate,Equity,RefYearMonth,,,,
0,G2,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,PR,1991,1000000,201806,,,,
0,G4,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,TO,2010,1000000,201803,,,,
"500,00",G4,ALOJAMENTO E ALIMENTAÇÃO,SE,1998,5320000,201801,,,,
0,G2,"TRANSPORTE, ARMAZENAGEM E CORREIO",SC,1991,2320000,201804,,,,
"10,000,00",G1,EDUCAÇÃO,TO,1998,7320000,201708,,,,
"20,000,00",G3,ELETRICIDADE E GÁS,PA,1998,1000000,201801,,,,
"500,00",G2,INFORMAÇÃO E COMUNICAÇÃO,RJ,1998,1000000,201802,,,,
0,G4,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,MA,1996,1500000,201709,,,,
"2,000,00",G2,"TRANSPORTE, ARMAZENAGEM E CORREIO",SP,1990,2320000,201806,,,,
0,G5,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",MT,1991,1500000,201803,,,,
0,G1,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",PA,1998,2320000,201806,,,,
0,G4,SAÚDE HUMANA E SERVIÇOS SOCIAIS,MG,1998,1500000,201801,,,,
0,G5,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",AC,1998,1000000,201707,,,,
0,G2,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,PE,1992,5320000,201711,,,,
"20,000,00",G2,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",RR,1996,2320000,201710,,,,
0,G5,INFORMAÇÃO E COMUNICAÇÃO,RJ,1998,2320000,201712,,,,
0,G1,INFORMAÇÃO E COMUNICAÇÃO,TO,2015,2320000,201711,,,,
0,G1,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,PR,1990,1500000,201711,,,,
0,G1,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",AP,1992,1000000,201803,,,,
0,G1,SAÚDE HUMANA E SERVIÇOS SOCIAIS,RR,2015,5320000,201805,,,,
0,G4,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",GO,1998,2320000,201806,,,,
"10,000,00",G4,INFORMAÇÃO E COMUNICAÇÃO,SC,1998,2320000,201709,,,,
0,G3,ATIVIDADES IMOBILIÁRIAS,PI,1990,5320000,201806,,,,
"500,00",G5,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",MA,1997,2320000,201805,,,,
0,G5,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",MT,1996,1500000,201805,,,,
0,G2,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,TO,1998,2320000,201707,,,,
0,G1,INFORMAÇÃO E COMUNICAÇÃO,PR,1998,7320000,201804,,,,
0,G4,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",MS,2015,1000000,201710,,,,
0,G1,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",PE,2010,2320000,201804,,,,
0,G2,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,RR,1998,7320000,201712,,,,
"500,00",G3,CONSTRUÇÃO,MG,1996,1000000,201709,,,,
0,G1,CONSTRUÇÃO,DF,1991,1500000,201711,,,,
0,G1,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",AC,1998,5320000,201707,,,,
0,G1,OUTRAS ATIVIDADES DE SERVIÇOS,AC,1987,500000,201706,,,,
0,G2,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",AL,1998,15320000,201804,,,,
0,G1,ALOJAMENTO E ALIMENTAÇÃO,PI,1997,1500000,201801,,,,
0,G3,SAÚDE HUMANA E SERVIÇOS SOCIAIS,PE,1998,7320000,201709,,,,
0,G5,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,MT,1987,1500000,201805,,,,
0,G5,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",SE,2001,15320000,201711,,,,
0,G1,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,RS,2015,5320000,201806,,,,
0,G3,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,AL,1987,1500000,201710,,,,
0,G2,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",RS,1993,15320000,201709,,,,
0,G3,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,SC,1998,500000,201803,,,,
0,G4,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",DF,1998,2320000,201709,,,,
0,G2,INFORMAÇÃO E COMUNICAÇÃO,PB,1998,15320000,201708,,,,
"500,00",G4,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",AP,1993,1000000,201802,,,,
0,G5,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",AL,1998,2320000,201709,,,,
0,G4,INDÚSTRIAS EXTRATIVAS,RN,2015,500000,201707,,,,
0,G5,ELETRICIDADE E GÁS,PR,2016,500000,201803,,,,
0,G1,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,PB,1993,1000000,201802,,,,
0,G1,OUTRAS ATIVIDADES DE SERVIÇOS,PA,1998,2320000,201801,,,,
0,G4,CONSTRUÇÃO,RS,2010,1500000,201709,,,,
"2,000,00",G4,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",RS,1998,1000000,201803,,,,
0,G1,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",MA,1998,7320000,201804,,,,
"1,000,00",G3,ATIVIDADES IMOBILIÁRIAS,SE,1998,1000000,201806,,,,
0,G1,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,SC,1992,1500000,201710,,,,
"2,000,00",G1,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",BA,1998,5320000,201802,,,,
0,G5,OUTRAS ATIVIDADES DE SERVIÇOS,RS,2015,2320000,201805,,,,
0,G5,OUTRAS ATIVIDADES DE SERVIÇOS,MA,1991,5320000,201804,,,,
0,G4,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,MA,2010,2320000,201708,,,,
0,G3,ALOJAMENTO E ALIMENTAÇÃO,RR,1998,500000,201801,,,,
0,G1,ATIVIDADES IMOBILIÁRIAS,AL,1992,500000,201802,,,,
0,G2,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",SE,2016,1000000,201804,,,,
0,G5,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,AP,1997,7320000,201803,,,,
0,G4,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,AP,1991,1000000,201806,,,,
"2,000,00",G5,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",PR,1996,1500000,201711,,,,
0,G2,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,PR,1987,15320000,201710,,,,
"500,00",G2,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",BA,1991,2320000,201710,,,,
0,G2,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",MG,1998,1000000,201707,,,,
0,G4,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",SE,1990,5320000,201712,,,,
0,G4,SAÚDE HUMANA E SERVIÇOS SOCIAIS,PB,1991,5320000,201806,,,,
0,G3,ELETRICIDADE E GÁS,MA,1996,2320000,201707,,,,
0,G5,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",SE,1996,7320000,201803,,,,
0,G3,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,MG,1998,2320000,201709,,,,
"10,000,00",G5,SERVIÇOS DOMÉSTICOS,RR,1998,1000000,201709,,,,
0,G4,INDÚSTRIAS DE TRANSFORMAÇÃO,TO,1998,15320000,201712,,,,
0,G3,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,MS,2001,15320000,201803,,,,
"10,000,00",G2,CONSTRUÇÃO,MT,1998,1500000,201801,,,,
"500,00",G1,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",RN,1992,1000000,201805,,,,
0,G5,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",PE,2015,2320000,201804,,,,
0,G5,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",PA,2016,1000000,201803,,,,
"1,000,00",G4,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,SC,1996,5320000,201708,,,,
0,G3,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",PE,1998,2320000,201806,,,,
0,G4,SERVIÇOS DOMÉSTICOS,TO,1992,7320000,201805,,,,
"500,00",G3,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",AL,2001,1000000,201707,,,,
0,G2,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",MA,1997,5320000,201805,,,,
"2,000,00",G2,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",RJ,1998,15320000,201711,,,,
"20,000,00",G3,INDÚSTRIAS EXTRATIVAS,MG,1987,1500000,201803,,,,
"10,000,00",G1,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",PR,1998,500000,201803,,,,
"1,000,00",G3,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",AP,1997,1000000,201707,,,,
"20,000,00",G2,EDUCAÇÃO,CE,1987,5320000,201805,,,,
"1,000,00",G3,EDUCAÇÃO,RJ,1991,2320000,201710,,,,
"1,000,00",G2,INDÚSTRIAS DE TRANSFORMAÇÃO,MS,1998,1000000,201805,,,,
0,G5,CONSTRUÇÃO,AM,1998,5320000,201711,,,,
0,G2,INFORMAÇÃO E COMUNICAÇÃO,SP,1992,1000000,201801,,,,
0,G5,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,PB,2015,2320000,201706,,,,
0,G2,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",RN,1998,1000000,201805,,,,
"20,000,00",G5,SAÚDE HUMANA E SERVIÇOS SOCIAIS,MT,1998,1500000,201804,,,,
0,G3,INDÚSTRIAS DE TRANSFORMAÇÃO,RS,1996,1000000,201801,,,,
"10,000,00",G5,INDÚSTRIAS DE TRANSFORMAÇÃO,SP,1992,5320000,201802,,,,
0,G5,ELETRICIDADE E GÁS,AC,1997,7320000,201803,,,,
"10,000,00",G4,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,RJ,1998,2320000,201802,,,,
"500,00",G3,INDÚSTRIAS DE TRANSFORMAÇÃO,PR,1998,1000000,201708,,,,
"2,000,00",G5,SERVIÇOS DOMÉSTICOS,SP,1996,500000,201707,,,,
0,G4,CONSTRUÇÃO,AL,2001,2320000,201805,,,,
0,G2,CONSTRUÇÃO,AP,1996,1500000,201806,,,,
"10,000,00",G3,"TRANSPORTE, ARMAZENAGEM E CORREIO",MS,1998,7320000,201803,,,,
0,G5,ELETRICIDADE E GÁS,ES,1998,7320000,201709,,,,
0,G4,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",PB,1990,15320000,201803,,,,
0,G1,OUTRAS ATIVIDADES DE SERVIÇOS,AL,1998,15320000,201806,,,,
"10,000,00",G1,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",ES,2015,2320000,201710,,,,
0,G2,ALOJAMENTO E ALIMENTAÇÃO,RN,2001,2320000,201706,,,,
"10,000,00",G4,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,DF,2010,1000000,201803,,,,
"2,000,00",G1,INDÚSTRIAS DE TRANSFORMAÇÃO,CE,1992,2320000,201709,,,,
"20,000,00",G1,OUTRAS ATIVIDADES DE SERVIÇOS,PA,2001,5320000,201706,,,,
"1,000,00",G3,SAÚDE HUMANA E SERVIÇOS SOCIAIS,MA,1998,2320000,201712,,,,
0,G2,SERVIÇOS DOMÉSTICOS,TO,1998,2320000,201710,,,,
0,G4,INFORMAÇÃO E COMUNICAÇÃO,RO,1998,2320000,201710,,,,
"10,000,00",G4,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",AL,1990,2320000,201804,,,,
0,G3,SERVIÇOS DOMÉSTICOS,RJ,2001,15320000,201803,,,,
0,G4,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",PI,1998,500000,201806,,,,
0,G3,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",SE,1998,1000000,201707,,,,
"1,000,00",G3,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",GO,1998,1500000,201805,,,,
0,G2,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,PR,1998,2320000,201712,,,,
0,G1,CONSTRUÇÃO,RN,1996,5320000,201710,,,,
0,G5,OUTRAS ATIVIDADES DE SERVIÇOS,DF,1998,1000000,201801,,,,
0,G5,INDÚSTRIAS EXTRATIVAS,PR,2001,2320000,201710,,,,
0,G1,INDÚSTRIAS EXTRATIVAS,AL,2015,2320000,201802,,,,
"1,000,00",G1,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,RR,1997,1000000,201707,,,,
"20,000,00",G1,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,GO,2015,7320000,201708,,,,
0,G4,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",CE,2010,2320000,201801,,,,
0,G2,SERVIÇOS DOMÉSTICOS,MA,1998,500000,201803,,,,
0,G3,OUTRAS ATIVIDADES DE SERVIÇOS,GO,1998,7320000,201805,,,,
"2,000,00",G3,"TRANSPORTE, ARMAZENAGEM E CORREIO",DF,1997,500000,201706,,,,
0,G1,INFORMAÇÃO E COMUNICAÇÃO,AC,1997,15320000,201804,,,,
"2,000,00",G3,SAÚDE HUMANA E SERVIÇOS SOCIAIS,AP,1997,1000000,201708,,,,
"500,00",G5,OUTRAS ATIVIDADES DE SERVIÇOS,PR,1996,1500000,201707,,,,
0,G4,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",PI,1998,2320000,201803,,,,
0,G4,CONSTRUÇÃO,RN,2016,500000,201707,,,,
"500,00",G2,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",AC,1992,2320000,201711,,,,
0,G2,INDÚSTRIAS EXTRATIVAS,BA,2001,7320000,201803,,,,
0,G5,"TRANSPORTE, ARMAZENAGEM E CORREIO",PA,1998,1500000,201802,,,,
0,G5,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",AL,1998,500000,201804,,,,
0,G5,"TRANSPORTE, ARMAZENAGEM E CORREIO",SC,1997,500000,201806,,,,
0,G1,ATIVIDADES IMOBILIÁRIAS,PB,2016,500000,201706,,,,
0,G1,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",SP,2015,1000000,201802,,,,
0,G3,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",AP,1993,7320000,201710,,,,
0,G2,"TRANSPORTE, ARMAZENAGEM E CORREIO",PI,2015,7320000,201805,,,,
0,G2,ATIVIDADES IMOBILIÁRIAS,TO,1991,2320000,201801,,,,
0,G1,ATIVIDADES IMOBILIÁRIAS,AC,1998,7320000,201805,,,,
"500,00",G2,EDUCAÇÃO,PE,1996,1000000,201806,,,,
"500,00",G5,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,PE,1993,15320000,201806,,,,
"20,000,00",G3,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",ES,1998,1000000,201710,,,,
0,G5,INDÚSTRIAS EXTRATIVAS,SP,2001,2320000,201806,,,,
0,G2,INDÚSTRIAS DE TRANSFORMAÇÃO,PE,1996,7320000,201706,,,,
0,G4,INDÚSTRIAS DE TRANSFORMAÇÃO,AP,1990,5320000,201802,,,,
"500,00",G5,ALOJAMENTO E ALIMENTAÇÃO,AP,2010,5320000,201803,,,,
0,G2,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",PA,1998,500000,201805,,,,
"10,000,00",G4,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,GO,1998,1000000,201708,,,,
"500,00",G1,ATIVIDADES IMOBILIÁRIAS,MS,1991,2320000,201706,,,,
"10,000,00",G3,EDUCAÇÃO,AC,1998,7320000,201805,,,,
0,G2,"TRANSPORTE, ARMAZENAGEM E CORREIO",AM,1998,1000000,201711,,,,
"10,000,00",G4,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",MT,2015,1000000,201710,,,,
"10,000,00",G2,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",SC,2010,5320000,201711,,,,
0,G1,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",RN,1998,1500000,201712,,,,
0,G2,ATIVIDADES IMOBILIÁRIAS,BA,1998,1000000,201712,,,,
0,G1,INFORMAÇÃO E COMUNICAÇÃO,RR,1987,1000000,201708,,,,
0,G3,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",RR,1992,15320000,201804,,,,
"500,00",G2,INDÚSTRIAS EXTRATIVAS,PI,1998,15320000,201706,,,,
0,G3,SAÚDE HUMANA E SERVIÇOS SOCIAIS,ES,1987,2320000,201708,,,,
"10,000,00",G3,EDUCAÇÃO,CE,2010,2320000,201712,,,,
"1,000,00",G1,INDÚSTRIAS DE TRANSFORMAÇÃO,PE,1998,5320000,201706,,,,
0,G1,OUTRAS ATIVIDADES DE SERVIÇOS,DF,2010,7320000,201710,,,,
0,G2,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",AP,1998,2320000,201708,,,,
0,G2,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",CE,1987,5320000,201707,,,,
"10,000,00",G2,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,AP,2016,15320000,201803,,,,
"20,000,00",G1,EDUCAÇÃO,RN,1987,1000000,201802,,,,
"20,000,00",G4,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",MA,1998,15320000,201806,,,,
0,G4,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",GO,2016,1000000,201801,,,,
0,G1,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,DF,1987,7320000,201802,,,,
0,G2,INDÚSTRIAS DE TRANSFORMAÇÃO,ES,1990,2320000,201804,,,,
0,G2,EDUCAÇÃO,PA,1993,2320000,201801,,,,
0,G3,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,RS,1998,5320000,201712,,,,
"10,000,00",G1,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",RO,2016,500000,201708,,,,
0,G5,EDUCAÇÃO,PR,1998,1500000,201710,,,,
"1,000,00",G3,INDÚSTRIAS EXTRATIVAS,RR,1998,7320000,201708,,,,
"2,000,00",G1,INDÚSTRIAS DE TRANSFORMAÇÃO,TO,1997,15320000,201706,,,,
0,G4,SAÚDE HUMANA E SERVIÇOS SOCIAIS,MG,1997,2320000,201709,,,,
0,G1,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",BA,1990,2320000,201806,,,,
0,G4,INFORMAÇÃO E COMUNICAÇÃO,AP,1997,5320000,201709,,,,
0,G4,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",PA,1997,500000,201711,,,,
0,G1,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,PI,1998,2320000,201711,,,,
"2,000,00",G4,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,PA,1987,500000,201803,,,,
0,G5,INFORMAÇÃO E COMUNICAÇÃO,RN,1991,5320000,201706,,,,
0,G2,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",AL,2010,1500000,201709,,,,
"10,000,00",G3,ALOJAMENTO E ALIMENTAÇÃO,PI,1992,15320000,201710,,,,
"10,000,00",G5,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,AP,1990,15320000,201801,,,,
0,G1,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",MT,2010,1000000,201805,,,,
"1,000,00",G1,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,ES,1997,2320000,201805,,,,
0,G1,INDÚSTRIAS DE TRANSFORMAÇÃO,AL,1993,5320000,201803,,,,
0,G4,INFORMAÇÃO E COMUNICAÇÃO,MA,1996,2320000,201711,,,,
"10,000,00",G3,CONSTRUÇÃO,PB,1987,2320000,201709,,,,
0,G4,"TRANSPORTE, ARMAZENAGEM E CORREIO",TO,1998,7320000,201706,,,,
0,G2,INDÚSTRIAS EXTRATIVAS,AP,1997,1500000,201712,,,,
"2,000,00",G5,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",TO,1992,2320000,201708,,,,
"500,00",G4,EDUCAÇÃO,CE,1990,1500000,201706,,,,
"1,000,00",G5,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",RN,1998,2320000,201712,,,,
0,G5,SERVIÇOS DOMÉSTICOS,PA,1997,15320000,201711,,,,
0,G4,"TRANSPORTE, ARMAZENAGEM E CORREIO",AL,1990,5320000,201710,,,,
0,G3,"TRANSPORTE, ARMAZENAGEM E CORREIO",RO,1997,5320000,201802,,,,
"1,000,00",G2,"TRANSPORTE, ARMAZENAGEM E CORREIO",MA,1991,2320000,201711,,,,
0,G1,INDÚSTRIAS DE TRANSFORMAÇÃO,MS,2016,2320000,201805,,,,
"20,000,00",G1,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,CE,1998,2320000,201805,,,,
0,G1,SAÚDE HUMANA E SERVIÇOS SOCIAIS,SP,2015,1000000,201805,,,,
"20,000,00",G3,OUTRAS ATIVIDADES DE SERVIÇOS,GO,2010,7320000,201806,,,,
0,G1,SERVIÇOS DOMÉSTICOS,RS,1993,2320000,201805,,,,
0,G5,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",AP,2010,2320000,201710,,,,
0,G1,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",PI,1990,7320000,201802,,,,
"1,000,00",G3,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,RJ,1997,15320000,201710,,,,
"10,000,00",G2,"TRANSPORTE, ARMAZENAGEM E CORREIO",TO,2010,1500000,201706,,,,
"1,000,00",G2,INDÚSTRIAS DE TRANSFORMAÇÃO,MA,1993,2320000,201805,,,,
0,G5,SAÚDE HUMANA E SERVIÇOS SOCIAIS,SC,1998,5320000,201707,,,,
0,G3,INDÚSTRIAS EXTRATIVAS,AM,1998,2320000,201706,,,,
0,G2,OUTRAS ATIVIDADES DE SERVIÇOS,SC,1998,5320000,201711,,,,
0,G4,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,AM,2015,2320000,201803,,,,
0,G5,INDÚSTRIAS EXTRATIVAS,CE,1998,500000,201805,,,,
"10,000,00",G4,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,AC,1998,2320000,201707,,,,
0,G1,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,BA,1993,7320000,201801,,,,
"1,000,00",G3,SAÚDE HUMANA E SERVIÇOS SOCIAIS,TO,2015,1000000,201706,,,,
"20,000,00",G5,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",SE,1998,1000000,201803,,,,
0,G2,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",AL,1998,7320000,201711,,,,
0,G3,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",PR,2001,2320000,201801,,,,
0,G5,OUTRAS ATIVIDADES DE SERVIÇOS,ES,1992,500000,201712,,,,
0,G2,INDÚSTRIAS EXTRATIVAS,AP,1996,5320000,201706,,,,
0,G2,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,DF,1998,2320000,201706,,,,
"10,000,00",G5,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",AP,1998,15320000,201805,,,,
0,G4,EDUCAÇÃO,SC,1990,1000000,201710,,,,
0,G3,SAÚDE HUMANA E SERVIÇOS SOCIAIS,AM,1998,5320000,201803,,,,
"2,000,00",G3,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",MT,2015,5320000,201710,,,,
"500,00",G2,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,AC,2010,1500000,201707,,,,
0,G2,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",PR,1992,1500000,201709,,,,
0,G3,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",AM,1996,2320000,201806,,,,
"500,00",G4,ELETRICIDADE E GÁS,CE,1992,2320000,201708,,,,
0,G1,CONSTRUÇÃO,GO,1998,7320000,201706,,,,
"2,000,00",G1,CONSTRUÇÃO,AL,1998,2320000,201803,,,,
0,G2,INFORMAÇÃO E COMUNICAÇÃO,BA,1998,1000000,201802,,,,
0,G3,ELETRICIDADE E GÁS,BA,1991,7320000,201710,,,,
